CalendarYearMonth,Value,District
2017-06,1845086,Islington
2017-09,1862050,Islington
2017-12,1844939,Islington
1995-12,544786,Kensington and Chelsea
1996-03,553659,Kensington and Chelsea
1996-06,572464,Kensington and Chelsea
1996-09,605002,Kensington and Chelsea
1996-12,617193,Kensington and Chelsea
1997-03,635262,Kensington and Chelsea
1997-06,665026,Kensington and Chelsea
1997-09,689508,Kensington and Chelsea
1997-12,717109,Kensington and Chelsea
1998-03,742169,Kensington and Chelsea
1998-06,759494,Kensington and Chelsea
1998-09,771420,Kensington and Chelsea
1998-12,777675,Kensington and Chelsea
1999-03,783507,Kensington and Chelsea
1999-06,804184,Kensington and Chelsea
1999-09,849042,Kensington and Chelsea
1999-12,905177,Kensington and Chelsea
2000-03,962029,Kensington and Chelsea
2000-06,1028187,Kensington and Chelsea
2000-09,1091020,Kensington and Chelsea
2000-12,1126058,Kensington and Chelsea
2001-03,1138343,Kensington and Chelsea
2001-06,1138610,Kensington and Chelsea
2001-09,1184755,Kensington and Chelsea
2001-12,1191016,Kensington and Chelsea
2002-03,1199310,Kensington and Chelsea
2002-06,1239503,Kensington and Chelsea
2002-09,1254489,Kensington and Chelsea
2002-12,1269538,Kensington and Chelsea
2003-03,1303445,Kensington and Chelsea
2003-06,1295018,Kensington and Chelsea
2003-09,1285724,Kensington and Chelsea
2003-12,1324397,Kensington and Chelsea
2004-03,1354596,Kensington and Chelsea
2004-06,1391753,Kensington and Chelsea
2004-09,1442297,Kensington and Chelsea
2004-12,1466192,Kensington and Chelsea
2005-03,1485315,Kensington and Chelsea
2005-06,1497200,Kensington and Chelsea
2005-09,1518041,Kensington and Chelsea
2005-12,1536681,Kensington and Chelsea
2006-03,1586282,Kensington and Chelsea
2006-06,1646435,Kensington and Chelsea
2006-09,1686469,Kensington and Chelsea
2006-12,1752354,Kensington and Chelsea
2007-03,1829100,Kensington and Chelsea
2007-06,1911093,Kensington and Chelsea
2007-09,2033738,Kensington and Chelsea
2007-12,2062623,Kensington and Chelsea
2008-03,2118905,Kensington and Chelsea
2008-06,2200629,Kensington and Chelsea
2008-09,2193234,Kensington and Chelsea
2008-12,2318618,Kensington and Chelsea
2009-03,2255655,Kensington and Chelsea
2009-06,2187270,Kensington and Chelsea
2009-09,2161923,Kensington and Chelsea
2009-12,2142741,Kensington and Chelsea
2010-03,2258441,Kensington and Chelsea
2010-06,2283413,Kensington and Chelsea
2010-09,2361147,Kensington and Chelsea
2010-12,2479562,Kensington and Chelsea
2011-03,2509238,Kensington and Chelsea
2011-06,2563126,Kensington and Chelsea
2011-09,2578939,Kensington and Chelsea
2011-12,2568971,Kensington and Chelsea
2012-03,2608460,Kensington and Chelsea
2012-06,2708059,Kensington and Chelsea
2012-09,2878381,Kensington and Chelsea
2012-12,2954350,Kensington and Chelsea
2013-03,3043364,Kensington and Chelsea
2013-06,3063388,Kensington and Chelsea
2013-09,3135525,Kensington and Chelsea
2013-12,3244329,Kensington and Chelsea
2014-03,3341570,Kensington and Chelsea
2014-06,3557812,Kensington and Chelsea
2014-09,3719222,Kensington and Chelsea
2014-12,3861346,Kensington and Chelsea
2015-03,3900230,Kensington and Chelsea
2015-06,3880721,Kensington and Chelsea
2015-09,3850600,Kensington and Chelsea
2015-12,3786325,Kensington and Chelsea
2016-03,3850644,Kensington and Chelsea
2016-06,3853327,Kensington and Chelsea
2016-09,3783002,Kensington and Chelsea
2016-12,3905196,Kensington and Chelsea
2017-03,3935736,Kensington and Chelsea
2017-06,4127524,Kensington and Chelsea
2017-09,4148976,Kensington and Chelsea
2017-12,4194020,Kensington and Chelsea
1995-12,245261,Kingston upon Thames
1996-03,248514,Kingston upon Thames
1996-06,255447,Kingston upon Thames
1996-09,259685,Kingston upon Thames
1996-12,263219,Kingston upon Thames
1997-03,269415,Kingston upon Thames
1997-06,268983,Kingston upon Thames
1997-09,274436,Kingston upon Thames
1997-12,285367,Kingston upon Thames
1998-03,289510,Kingston upon Thames
1998-06,305690,Kingston upon Thames
1998-09,324090,Kingston upon Thames
1998-12,329468,Kingston upon Thames
1999-03,335295,Kingston upon Thames
1999-06,344262,Kingston upon Thames
1999-09,360215,Kingston upon Thames
1999-12,382715,Kingston upon Thames
2000-03,401442,Kingston upon Thames
2000-06,427005,Kingston upon Thames
2000-09,448659,Kingston upon Thames
2000-12,467335,Kingston upon Thames
2001-03,477213,Kingston upon Thames
2001-06,487025,Kingston upon Thames
2001-09,497660,Kingston upon Thames
2001-12,509400,Kingston upon Thames
2002-03,521988,Kingston upon Thames
2002-06,541502,Kingston upon Thames
2002-09,567856,Kingston upon Thames
2002-12,591665,Kingston upon Thames
2003-03,608060,Kingston upon Thames
2003-06,622266,Kingston upon Thames
2003-09,632741,Kingston upon Thames
2003-12,640607,Kingston upon Thames
2004-03,651429,Kingston upon Thames
2004-06,665176,Kingston upon Thames
2004-09,683537,Kingston upon Thames
2004-12,693464,Kingston upon Thames
2005-03,704751,Kingston upon Thames
2005-06,712249,Kingston upon Thames
2005-09,715100,Kingston upon Thames
2005-12,715696,Kingston upon Thames
2006-03,719133,Kingston upon Thames
2006-06,728171,Kingston upon Thames
2006-09,742616,Kingston upon Thames
2006-12,762205,Kingston upon Thames
2007-03,774922,Kingston upon Thames
2007-06,817239,Kingston upon Thames
2007-09,850969,Kingston upon Thames
2007-12,875816,Kingston upon Thames
2008-03,891587,Kingston upon Thames
2008-06,894303,Kingston upon Thames
2008-09,895454,Kingston upon Thames
2008-12,878074,Kingston upon Thames
2009-03,859402,Kingston upon Thames
2009-06,822620,Kingston upon Thames
2009-09,804240,Kingston upon Thames
2009-12,816822,Kingston upon Thames
2010-03,834895,Kingston upon Thames
2010-06,857251,Kingston upon Thames
2010-09,886515,Kingston upon Thames
2010-12,910604,Kingston upon Thames
2011-03,917237,Kingston upon Thames
2011-06,917740,Kingston upon Thames
2011-09,915332,Kingston upon Thames
2011-12,907197,Kingston upon Thames
2012-03,901134,Kingston upon Thames
2012-06,915959,Kingston upon Thames
2012-09,932330,Kingston upon Thames
2012-12,947835,Kingston upon Thames
2013-03,971886,Kingston upon Thames
2013-06,984713,Kingston upon Thames
2013-09,988280,Kingston upon Thames
2013-12,1002167,Kingston upon Thames
2014-03,1038167,Kingston upon Thames
2014-06,1057482,Kingston upon Thames
2014-09,1119815,Kingston upon Thames
2014-12,1162069,Kingston upon Thames
2015-03,1177305,Kingston upon Thames
2015-06,1204788,Kingston upon Thames
2015-09,1210499,Kingston upon Thames
2015-12,1242122,Kingston upon Thames
2016-03,1285615,Kingston upon Thames
2016-06,1323141,Kingston upon Thames
2016-09,1351030,Kingston upon Thames
2016-12,1374381,Kingston upon Thames
2017-03,1394275,Kingston upon Thames
2017-06,1403330,Kingston upon Thames
2017-09,1436677,Kingston upon Thames
2017-12,1443116,Kingston upon Thames
1995-12,198154,Lambeth
1996-03,201227,Lambeth
1996-06,209991,Lambeth
1996-09,217994,Lambeth
1996-12,229043,Lambeth
1997-03,233784,Lambeth
1997-06,242270,Lambeth
1997-09,251215,Lambeth
1997-12,256305,Lambeth
1998-03,264129,Lambeth
1998-06,279232,Lambeth
1998-09,292619,Lambeth
1998-12,302961,Lambeth
1999-03,311712,Lambeth
1999-06,320253,Lambeth
1999-09,338133,Lambeth
1999-12,354289,Lambeth
2000-03,373861,Lambeth
2000-06,403055,Lambeth
2000-09,423188,Lambeth
2000-12,450796,Lambeth
2001-03,471516,Lambeth
2001-06,488987,Lambeth
2001-09,507882,Lambeth
2001-12,520397,Lambeth
2002-03,526621,Lambeth
2002-06,537456,Lambeth
2002-09,560911,Lambeth
2002-12,580939,Lambeth
2003-03,593605,Lambeth
2003-06,598957,Lambeth
2003-09,604346,Lambeth
2003-12,602476,Lambeth
2004-03,610989,Lambeth
2004-06,626919,Lambeth
2004-09,640833,Lambeth
2004-12,651264,Lambeth
2005-03,655944,Lambeth
2005-06,660739,Lambeth
2005-09,664893,Lambeth
2005-12,678148,Lambeth
2006-03,688005,Lambeth
2006-06,702384,Lambeth
2006-09,722520,Lambeth
2006-12,736348,Lambeth
2007-03,753705,Lambeth
2007-06,772558,Lambeth
2007-09,819321,Lambeth
2007-12,846979,Lambeth
2008-03,863876,Lambeth
2008-06,863923,Lambeth
2008-09,848868,Lambeth
2008-12,840127,Lambeth
2009-03,824739,Lambeth
2009-06,808881,Lambeth
2009-09,801379,Lambeth
2009-12,828141,Lambeth
2010-03,851078,Lambeth
2010-06,875311,Lambeth
2010-09,899414,Lambeth
2010-12,905482,Lambeth
2011-03,900315,Lambeth
2011-06,902713,Lambeth
2011-09,912382,Lambeth
2011-12,921556,Lambeth
2012-03,926766,Lambeth
2012-06,943031,Lambeth
2012-09,955774,Lambeth
2012-12,968982,Lambeth
2013-03,988404,Lambeth
2013-06,991305,Lambeth
2013-09,1010280,Lambeth
2013-12,1049368,Lambeth
2014-03,1108362,Lambeth
2014-06,1186286,Lambeth
2014-09,1239464,Lambeth
2014-12,1282898,Lambeth
2015-03,1299675,Lambeth
2015-06,1302808,Lambeth
2015-09,1348458,Lambeth
2015-12,1375197,Lambeth
2016-03,1413673,Lambeth
2016-06,1452299,Lambeth
2016-09,1465478,Lambeth
2016-12,1492641,Lambeth
2017-03,1492295,Lambeth
2017-06,1504763,Lambeth
2017-09,1525231,Lambeth
2017-12,1537847,Lambeth
1995-12,161445,Lewisham
1996-03,161873,Lewisham
1996-06,163968,Lewisham
1996-09,165003,Lewisham
1996-12,167755,Lewisham
1997-03,173213,Lewisham
1997-06,177367,Lewisham
1997-09,184122,Lewisham
1997-12,191309,Lewisham
1998-03,196051,Lewisham
1998-06,201832,Lewisham
1998-09,209548,Lewisham
1998-12,214245,Lewisham
1999-03,217514,Lewisham
1999-06,225397,Lewisham
1999-09,234747,Lewisham
1999-12,245943,Lewisham
2000-03,257585,Lewisham
2000-06,271884,Lewisham
2000-09,285752,Lewisham
2000-12,299218,Lewisham
2001-03,312299,Lewisham
2001-06,323220,Lewisham
2001-09,342228,Lewisham
2001-12,354764,Lewisham
2002-03,366498,Lewisham
2002-06,383164,Lewisham
2002-09,405779,Lewisham
2002-12,426582,Lewisham
2003-03,443812,Lewisham
2003-06,458310,Lewisham
2003-09,475069,Lewisham
2003-12,490819,Lewisham
2004-03,496058,Lewisham
2004-06,507519,Lewisham
2004-09,520085,Lewisham
2004-12,530405,Lewisham
2005-03,535832,Lewisham
2005-06,540931,Lewisham
2005-09,542935,Lewisham
2005-12,547720,Lewisham
2006-03,553499,Lewisham
2006-06,564175,Lewisham
2006-09,584137,Lewisham
2006-12,593638,Lewisham
2007-03,610476,Lewisham
2007-06,616791,Lewisham
2007-09,638203,Lewisham
2007-12,657106,Lewisham
2008-03,663700,Lewisham
2008-06,675670,Lewisham
2008-09,672920,Lewisham
2008-12,660200,Lewisham
2009-03,649756,Lewisham
2009-06,636284,Lewisham
2009-09,628998,Lewisham
2009-12,626603,Lewisham
2010-03,641877,Lewisham
2010-06,655719,Lewisham
2010-09,663318,Lewisham
2010-12,680696,Lewisham
2011-03,682750,Lewisham
2011-06,681020,Lewisham
2011-09,690939,Lewisham
2011-12,695700,Lewisham
2012-03,691468,Lewisham
2012-06,702450,Lewisham
2012-09,710540,Lewisham
2012-12,724189,Lewisham
2013-03,734563,Lewisham
2013-06,740334,Lewisham
2013-09,752970,Lewisham
2013-12,775024,Lewisham
2014-03,802855,Lewisham
2014-06,842011,Lewisham
2014-09,880044,Lewisham
2014-12,920483,Lewisham
2015-03,952192,Lewisham
2015-06,966573,Lewisham
2015-09,1006797,Lewisham
2015-12,1046161,Lewisham
2016-03,1071712,Lewisham
2016-06,1108676,Lewisham
2016-09,1129813,Lewisham
2016-12,1135865,Lewisham
2017-03,1157582,Lewisham
2017-06,1189801,Lewisham
2017-09,1218302,Lewisham
2017-12,1248451,Lewisham
1995-12,332635,London
1996-03,334290,London
1996-06,341244,London
1996-09,355369,London
1996-12,373623,London
1997-03,387278,London
1997-06,402292,London
1997-09,416644,London
1997-12,423220,London
1998-03,429903,London
1998-06,437508,London
1998-09,445099,London
1998-12,448158,London
1999-03,456666,London
1999-06,472654,London
1999-09,499496,London
1999-12,528318,London
2000-03,550661,London
2000-06,567972,London
2000-09,570456,London
2000-12,573853,London
2001-03,580550,London
2001-06,594318,London
2001-09,621195,London
2001-12,638296,London
2002-03,650598,London
2002-06,673283,London
2002-09,701785,London
2002-12,725144,London
2003-03,739152,London
2003-06,738113,London
2003-09,743567,London
2003-12,761732,London
2004-03,780501,London
2004-06,807227,London
2004-09,827405,London
2004-12,829028,London
2005-03,828086,London
2005-06,824029,London
2005-09,824086,London
2005-12,835831,London
2006-03,853845,London
2006-06,872974,London
2006-09,898624,London
2006-12,921061,London
2007-03,938980,London
2007-06,955011,London
2007-09,970499,London
2007-12,989817,London
2008-03,987405,London
2008-06,981279,London
2008-09,942997,London
2008-12,909946,London
2009-03,881920,London
2009-06,862458,London
2009-09,866069,London
2009-12,883829,London
2010-03,924600,London
2010-06,955597,London
2010-09,982641,London
2010-12,1005376,London
2011-03,1013833,London
2011-06,1018402,London
2011-09,1022451,London
2011-12,1022250,London
2012-03,1013167,London
2012-06,1031315,London
2012-09,1039408,London
2012-12,1055829,London
2013-03,1081079,London
2013-06,1090510,London
2013-09,1113759,London
2013-12,1142989,London
2014-03,1170618,London
2014-06,1205025,London
2014-09,1237723,London
2014-12,1258679,London
2015-03,1286819,London
2015-06,1299178,London
2015-09,1320941,London
2015-12,1353496,London
2016-03,1413200,London
2016-06,1431550,London
2016-09,1445364,London
2016-12,1461112,London
2017-03,1454326,London
2017-06,1481844,London
2017-09,1511913,London
2017-12,1523829,London
1995-12,231023,Merton
1996-03,232114,Merton
1996-06,234284,Merton
1996-09,241489,Merton
1996-12,247974,Merton
1997-03,249370,Merton
1997-06,253963,Merton
1997-09,259736,Merton
1997-12,264361,Merton
1998-03,275571,Merton
1998-06,286212,Merton
1998-09,297697,Merton
1998-12,307798,Merton
1999-03,314075,Merton
1999-06,332176,Merton
1999-09,355043,Merton
1999-12,373135,Merton
2000-03,390135,Merton
2000-06,406757,Merton
2000-09,420395,Merton
2000-12,433188,Merton
2001-03,449106,Merton
2001-06,458708,Merton
2001-09,475548,Merton
2001-12,491300,Merton
2002-03,496831,Merton
2002-06,519542,Merton
2002-09,545328,Merton
2002-12,566571,Merton
2003-03,585709,Merton
2003-06,594724,Merton
2003-09,600496,Merton
2003-12,609549,Merton
2004-03,620370,Merton
2004-06,639663,Merton
2004-09,665163,Merton
2004-12,681987,Merton
2005-03,697880,Merton
2005-06,702964,Merton
2005-09,700262,Merton
2005-12,705404,Merton
2006-03,706979,Merton
2006-06,719168,Merton
2006-09,731614,Merton
2006-12,744220,Merton
2007-03,772532,Merton
2007-06,795842,Merton
2007-09,823045,Merton
2007-12,862681,Merton
2008-03,872946,Merton
2008-06,879805,Merton
2008-09,868945,Merton
2008-12,848938,Merton
2009-03,822073,Merton
2009-06,788917,Merton
2009-09,791112,Merton
2009-12,810367,Merton
2010-03,838513,Merton
2010-06,886626,Merton
2010-09,914434,Merton
2010-12,943333,Merton
2011-03,934618,Merton
2011-06,940939,Merton
2011-09,967298,Merton
2011-12,954873,Merton
2012-03,929592,Merton
2012-06,939867,Merton
2012-09,929740,Merton
2012-12,940297,Merton
2013-03,978522,Merton
2013-06,998006,Merton
2013-09,1025290,Merton
2013-12,1042610,Merton
2014-03,1064256,Merton
2014-06,1092511,Merton
2014-09,1163200,Merton
2014-12,1205785,Merton
2015-03,1239804,Merton
2015-06,1256400,Merton
2015-09,1264040,Merton
2015-12,1314274,Merton
2016-03,1354795,Merton
2016-06,1386473,Merton
2016-09,1394159,Merton
2016-12,1386681,Merton
2017-03,1387415,Merton
2017-06,1413250,Merton
2017-09,1442038,Merton
2017-12,1475934,Merton
1995-12,134252,Newham
1996-03,134030,Newham
1996-06,133986,Newham
1996-09,136443,Newham
1996-12,141483,Newham
1997-03,144982,Newham
1997-06,149573,Newham
1997-09,156269,Newham
1997-12,160702,Newham
1998-03,166295,Newham
1998-06,171540,Newham
1998-09,175659,Newham
1998-12,182817,Newham
1999-03,184464,Newham
1999-06,189800,Newham
1999-09,196335,Newham
1999-12,208220,Newham
2000-03,221810,Newham
2000-06,235924,Newham
2000-09,250834,Newham
2000-12,264168,Newham
2001-03,273330,Newham
2001-06,284052,Newham
2001-09,300047,Newham
2001-12,319754,Newham
2002-03,336305,Newham
2002-06,357879,Newham
2002-09,382334,Newham
2002-12,405131,Newham
2003-03,429327,Newham
2003-06,454116,Newham
2003-09,475872,Newham
2003-12,498251,Newham
2004-03,507940,Newham
2004-06,521358,Newham
2004-09,530391,Newham
2004-12,537737,Newham
2005-03,545602,Newham
2005-06,552576,Newham
2005-09,559555,Newham
2005-12,567940,Newham
2006-03,577730,Newham
2006-06,584823,Newham
2006-09,595744,Newham
2006-12,600850,Newham
2007-03,607643,Newham
2007-06,618395,Newham
2007-09,634119,Newham
2007-12,647921,Newham
2008-03,667681,Newham
2008-06,683032,Newham
2008-09,682893,Newham
2008-12,675879,Newham
2009-03,650895,Newham
2009-06,593044,Newham
2009-09,580744,Newham
2009-12,575039,Newham
2010-03,583943,Newham
2010-06,597267,Newham
2010-09,608055,Newham
2010-12,621565,Newham
2011-03,619291,Newham
2011-06,613541,Newham
2011-09,605732,Newham
2011-12,610530,Newham
2012-03,617399,Newham
2012-06,618801,Newham
2012-09,620754,Newham
2012-12,619682,Newham
2013-03,629462,Newham
2013-06,631568,Newham
2013-09,640072,Newham
2013-12,650406,Newham
2014-03,658689,Newham
2014-06,679087,Newham
2014-09,711623,Newham
2014-12,732366,Newham
2015-03,772474,Newham
2015-06,799570,Newham
2015-09,831538,Newham
2015-12,877182,Newham
2016-03,910978,Newham
2016-06,940061,Newham
2016-09,959376,Newham
2016-12,1008213,Newham
2017-03,1050593,Newham
2017-06,1091319,Newham
2017-09,1119770,Newham
2017-12,1122419,Newham
1995-12,154032,North East
1996-03,154199,North East
1996-06,155826,North East
1996-09,158929,North East
1996-12,163792,North East
1997-03,166471,North East
1997-06,170402,North East
1997-09,172980,North East
1997-12,174147,North East
1998-03,174615,North East
1998-06,176178,North East
1998-09,176532,North East
1998-12,177997,North East
1999-03,178927,North East
1999-06,180342,North East
1999-09,183939,North East
1999-12,187760,North East
2000-03,190699,North East
2000-06,193824,North East
2000-09,194502,North East
2000-12,194830,North East
2001-03,194919,North East
2001-06,197920,North East
2001-09,203162,North East
2001-12,209305,North East
2002-03,213609,North East
2002-06,220375,North East
2002-09,227037,North East
2002-12,233585,North East
2003-03,241023,North East
2003-06,249958,North East
2003-09,263186,North East
2003-12,280046,North East
2004-03,291373,North East
2004-06,311974,North East
2004-09,326036,North East
2004-12,332930,North East
2005-03,340597,North East
2005-06,342707,North East
2005-09,347458,North East
2005-12,359248,North East
2006-03,368005,North East
2006-06,381895,North East
2006-09,390544,North East
2006-12,399314,North East
2007-03,404542,North East
2007-06,408942,North East
2007-09,413420,North East
2007-12,413780,North East
2008-03,411778,North East
2008-06,404860,North East
2008-09,392528,North East
2008-12,377529,North East
2009-03,370987,North East
2009-06,360621,North East
2009-09,359814,North East
2009-12,369176,North East
2010-03,372640,North East
2010-06,377376,North East
2010-09,380912,North East
2010-12,375579,North East
2011-03,374427,North East
2011-06,369888,North East
2011-09,364077,North East
2011-12,361052,North East
2012-03,360641,North East
2012-06,360345,North East
2012-09,362598,North East
2012-12,365134,North East
2013-03,366944,North East
2013-06,368603,North East
2013-09,371711,North East
2013-12,376810,North East
2014-03,381925,North East
2014-06,388750,North East
2014-09,392289,North East
2014-12,395919,North East
2015-03,400210,North East
2015-06,403464,North East
2015-09,405951,North East
2015-12,411120,North East
2016-03,411389,North East
2016-06,412903,North East
2016-09,415083,North East
2016-12,418615,North East
2017-03,418932,North East
2017-06,421758,North East
2017-09,422735,North East
2017-12,423127,North East
1995-12,224462,North West
1996-03,224092,North West
1996-06,226995,North West
1996-09,233621,North West
1996-12,241231,North West
1997-03,246775,North West
1997-06,253711,North West
1997-09,259269,North West
1997-12,262000,North West
1998-03,262740,North West
1998-06,264539,North West
1998-09,265386,North West
1998-12,265204,North West
1999-03,267743,North West
1999-06,271011,North West
1999-09,278450,North West
1999-12,287508,North West
2000-03,293805,North West
2000-06,299539,North West
2000-09,301063,North West
2000-12,299468,North West
2001-03,300353,North West
2001-06,304852,North West
2001-09,314402,North West
2001-12,323501,North West
2002-03,332796,North West
2002-06,345197,North West
2002-09,359020,North West
2002-12,371171,North West
2003-03,379658,North West
2003-06,384216,North West
2003-09,394152,North West
2003-12,414019,North West
2004-03,429415,North West
2004-06,452396,North West
2004-09,470152,North West
2004-12,472942,North West
2005-03,471899,North West
2005-06,466971,North West
2005-09,464852,North West
2005-12,474216,North West
2006-03,487649,North West
2006-06,501536,North West
2006-09,517775,North West
2006-12,534129,North West
2007-03,544553,North West
2007-06,551111,North West
2007-09,557713,North West
2007-12,555065,North West
2008-03,543470,North West
2008-06,524275,North West
2008-09,494108,North West
2008-12,461132,North West
2009-03,442937,North West
2009-06,426081,North West
2009-09,426628,North West
2009-12,444015,North West
2010-03,448603,North West
2010-06,455247,North West
2010-09,459420,North West
2010-12,450853,North West
2011-03,450250,North West
2011-06,446451,North West
2011-09,443928,North West
2011-12,441756,North West
2012-03,445437,North West
2012-06,446580,North West
2012-09,444878,North West
2012-12,445544,North West
2013-03,445550,North West
2013-06,449334,North West
2013-09,455566,North West
2013-12,467431,North West
2014-03,476512,North West
2014-06,488270,North West
2014-09,497315,North West
2014-12,502983,North West
2015-03,506192,North West
2015-06,508698,North West
2015-09,516710,North West
2015-12,524453,North West
2016-03,533966,North West
2016-06,536833,North West
2016-09,542436,North West
2016-12,546933,North West
2017-03,548482,North West
2017-06,555005,North West
2017-09,563173,North West
2017-12,566599,North West
1995-12,198486,Redbridge
1996-03,197169,Redbridge
1996-06,201325,Redbridge
1996-09,206045,Redbridge
1996-12,211236,Redbridge
1997-03,213348,Redbridge
1997-06,216349,Redbridge
1997-09,220584,Redbridge
1997-12,224561,Redbridge
1998-03,230838,Redbridge
1998-06,236928,Redbridge
1998-09,242424,Redbridge
1998-12,245048,Redbridge
1999-03,251448,Redbridge
1999-06,258631,Redbridge
1999-09,270399,Redbridge
1999-12,285211,Redbridge
2000-03,294994,Redbridge
2000-06,309740,Redbridge
2000-09,326602,Redbridge
2000-12,337880,Redbridge
2001-03,350911,Redbridge
2001-06,365660,Redbridge
2001-09,382604,Redbridge
2001-12,400907,Redbridge
2002-03,413965,Redbridge
2002-06,435364,Redbridge
2002-09,463389,Redbridge
2002-12,485998,Redbridge
2003-03,507699,Redbridge
2003-06,527484,Redbridge
2003-09,546183,Redbridge
2003-12,562282,Redbridge
2004-03,576390,Redbridge
2004-06,595218,Redbridge
2004-09,614687,Redbridge
2004-12,626137,Redbridge
2005-03,634723,Redbridge
2005-06,635259,Redbridge
2005-09,638704,Redbridge
2005-12,646287,Redbridge
2006-03,649906,Redbridge
2006-06,660878,Redbridge
2006-09,674272,Redbridge
2006-12,686413,Redbridge
2007-03,702348,Redbridge
2007-06,715748,Redbridge
2007-09,729765,Redbridge
2007-12,736217,Redbridge
2008-03,746232,Redbridge
2008-06,761695,Redbridge
2008-09,749575,Redbridge
2008-12,736726,Redbridge
2009-03,712713,Redbridge
2009-06,682816,Redbridge
2009-09,664845,Redbridge
2009-12,663233,Redbridge
2010-03,684374,Redbridge
2010-06,689579,Redbridge
2010-09,708842,Redbridge
2010-12,739172,Redbridge
2011-03,746560,Redbridge
2011-06,762171,Redbridge
2011-09,764074,Redbridge
2011-12,757393,Redbridge
2012-03,757167,Redbridge
2012-06,771323,Redbridge
2012-09,779970,Redbridge
2012-12,786100,Redbridge
2013-03,790956,Redbridge
2013-06,789925,Redbridge
2013-09,802841,Redbridge
2013-12,813348,Redbridge
2014-03,824499,Redbridge
2014-06,835803,Redbridge
2014-09,847117,Redbridge
2014-12,872241,Redbridge
2015-03,908537,Redbridge
2015-06,935076,Redbridge
2015-09,968148,Redbridge
2015-12,1001211,Redbridge
2016-03,1030067,Redbridge
2016-06,1053792,Redbridge
2016-09,1080833,Redbridge
2016-12,1112840,Redbridge
2017-03,1132206,Redbridge
2017-06,1156755,Redbridge
2017-09,1173878,Redbridge
2017-12,1185006,Redbridge
1995-12,329692,Richmond upon Thames
1996-03,335271,Richmond upon Thames
1996-06,338479,Richmond upon Thames
1996-09,352807,Richmond upon Thames
1996-12,357953,Richmond upon Thames
1997-03,362854,Richmond upon Thames
1997-06,373832,Richmond upon Thames
1997-09,390820,Richmond upon Thames
1997-12,406120,Richmond upon Thames
1998-03,421711,Richmond upon Thames
1998-06,437919,Richmond upon Thames
1998-09,456386,Richmond upon Thames
1998-12,475690,Richmond upon Thames
1999-03,491841,Richmond upon Thames
1999-06,508261,Richmond upon Thames
1999-09,535156,Richmond upon Thames
1999-12,561317,Richmond upon Thames
2000-03,578316,Richmond upon Thames
2000-06,609245,Richmond upon Thames
2000-09,641375,Richmond upon Thames
2000-12,664065,Richmond upon Thames
2001-03,675234,Richmond upon Thames
2001-06,676057,Richmond upon Thames
2001-09,695419,Richmond upon Thames
2001-12,700747,Richmond upon Thames
2002-03,713236,Richmond upon Thames
2002-06,727816,Richmond upon Thames
2002-09,749302,Richmond upon Thames
2002-12,770465,Richmond upon Thames
2003-03,781437,Richmond upon Thames
2003-06,800615,Richmond upon Thames
2003-09,816979,Richmond upon Thames
2003-12,822528,Richmond upon Thames
2004-03,836105,Richmond upon Thames
2004-06,867285,Richmond upon Thames
2004-09,892413,Richmond upon Thames
2004-12,905563,Richmond upon Thames
2005-03,916161,Richmond upon Thames
2005-06,919640,Richmond upon Thames
2005-09,916796,Richmond upon Thames
2005-12,927048,Richmond upon Thames
2006-03,941261,Richmond upon Thames
2006-06,947682,Richmond upon Thames
2006-09,985303,Richmond upon Thames
2006-12,1014989,Richmond upon Thames
2007-03,1041025,Richmond upon Thames
2007-06,1073576,Richmond upon Thames
2007-09,1139097,Richmond upon Thames
2007-12,1172642,Richmond upon Thames
2008-03,1196586,Richmond upon Thames
2008-06,1209733,Richmond upon Thames
2008-09,1193457,Richmond upon Thames
2008-12,1156323,Richmond upon Thames
2009-03,1125520,Richmond upon Thames
2009-06,1091472,Richmond upon Thames
2009-09,1080015,Richmond upon Thames
2009-12,1155184,Richmond upon Thames
2010-03,1182525,Richmond upon Thames
2010-06,1216133,Richmond upon Thames
2010-09,1243705,Richmond upon Thames
2010-12,1238963,Richmond upon Thames
2011-03,1239683,Richmond upon Thames
2011-06,1256315,Richmond upon Thames
2011-09,1288208,Richmond upon Thames
2011-12,1290825,Richmond upon Thames
2012-03,1290844,Richmond upon Thames
2012-06,1312375,Richmond upon Thames
2012-09,1306504,Richmond upon Thames
2012-12,1330248,Richmond upon Thames
2013-03,1355079,Richmond upon Thames
2013-06,1378425,Richmond upon Thames
2013-09,1419228,Richmond upon Thames
2013-12,1445386,Richmond upon Thames
2014-03,1468236,Richmond upon Thames
2014-06,1519068,Richmond upon Thames
2014-09,1569464,Richmond upon Thames
2014-12,1641379,Richmond upon Thames
2015-03,1682873,Richmond upon Thames
2015-06,1691206,Richmond upon Thames
2015-09,1722182,Richmond upon Thames
2015-12,1740175,Richmond upon Thames
2016-03,1780643,Richmond upon Thames
2016-06,1803035,Richmond upon Thames
2016-09,1814601,Richmond upon Thames
2016-12,1823241,Richmond upon Thames
2017-03,1842695,Richmond upon Thames
2017-06,1883433,Richmond upon Thames
2017-09,1910308,Richmond upon Thames
2017-12,1941686,Richmond upon Thames
1995-12,338557,South East
1996-03,340966,South East
1996-06,348694,South East
1996-09,364368,South East
1996-12,382262,South East
1997-03,394189,South East
1997-06,408489,South East
1997-09,420524,South East
1997-12,425234,South East
